id,type,translation,description,gendate,reeceID,common,created,createdBy,updated,updatedBy,period_name,date_range,i
162,VOT/XXX/AVG/N in wreath,,,307-8,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
163,MARTI PATRI PROPVG,,"Mars advancing right, holding transverse spear and shield",307-310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
165,MEM DIVI CONSTANTI,,Eagle standing right on domed shrine with closed double arch doors,307-08,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
166,MEMORIA DIVI CONSTANTI,,Eagle standing right on domed shrine with closed double arch doors,307-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
167,VIRTVS PERPETVA AVG,,"Mars advancing right, holding transverse spear, and shield on left arm",307-08,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
168,VIRTVS PERPETVA AVG,,"Hercules standing left club leaning against leg, strangling lion",307-08,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
169,PRINCIPI IVVENTVTIS,,"Prince standing right, holding transverse spear and globe",307-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
170,GENIO AVGVSTI,,Genius standing left holding patera and cornucopiae,307-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
171,GENIO AVGVSTI CMH,,Genius standing left holding patera and cornucopiae; sometimes altar to left,308-15,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
172,GENIO CAESARIS,,Genius standing left holding patera and cornucopiae,307-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
173,GENIO CAESARIS CMH,,Genius standing left holding patera and cornucopiae,308-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
174,GENIO CAESARIS*,,Genius standing left holding patera and cornucopiae,308-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
175,VENERI VICTRICI,,"Venus standing facing, heading left holding apple",307-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
176,VENERI VICTRICI CMH,,"Venus standing facing, heading left holding apple",308-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
177,VIRTVTI EXERCITVS,,"Virtus/Mars advancing right, holding transverse spear and trophy",307-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
178,VIRTVTI EXERCITI,,"Virtus advancing right, holding transverse spear and trophy",309-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
179,VIRTVTI EXERCITVS CMH,,"Virtus advancing right, holding transverse spear and trophy",308-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
180,VIRTVS EXERCITVS,,"Virtus advancing right, holding transverse spear, shield and trophy",308-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
181,GENIO IMPERATORIS,,Genius standing left holding patera and cornucopiae,308-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
182,PROVIDENTIA DEORVM QVIES AVG,,Providentia and Quies standing .,308-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
183,PROVIDENTIA DEORVM,,Providentia and Quies standing .,308-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
184,GENIO FIL AVGG,,Genius standing left holding patera and cornucopiae,308-9,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
186,AETERNITAS AVG N,,Wolf and twins right or left,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
187,VICTORIA AETERNA AVG N,,Victory advancing left holding wreath and palm,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
188,VICTORIA AETERNA AVG N,,"Victory standing facing, holding wreath and palm, between six seated captives",309,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
189,ADLOCVTIO AVG N,,"Maxentius standing left on platform, attended by officers, addressing troops; one soldier leads captive, another a horse",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
190,AETERNITAS AVG N,,Fides standing left holding standard in each hand,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
191,MARTI COMITI AVG N,,"Mars advancing left holding branch, shield and spear",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
192,SAECVLI FELIC AVG N,,Wolf and twins left,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
193,SAECVLI FELICITAS AVG N,,Wolf and twins left,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
194,VICTORIA AETERNA AVG N,,"Victory advancing right, holding wreath and palm",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
195,VICTOR OMNIVM GENTIVM AVG N,,"Maxentius standing right holding spear, receiving Victory on globe from Mars and holding trophy; prostrate figure between them",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
196,VOT OPTATA ROMAE FEL,,"Victory standing right, left foot on base of cippus supporting shield which she inscribes",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
197,AETERNAE MEMORIAE,,Eagle standing right on domed shrine,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
198,VICTORIA AETERNA AVG N,,"Victory standing right, writing VOT/X on shield on pillar; to left standard captive",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
199,VICTORIA AETERNA AVG N,,"Victory standing right, writing VOT/XX on shield on pillar; to left standard captive",310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
200,VICTORIA AETERNA AVG N,,"Victory standing right, writing VOT/XX/FEL on shield on pillar; to left standard captive",309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
201,MAXIMINVS NOBILISSIMVS CAESAR,,"Maximinus standing facing in military dress, head left holding globe and leaning on long sceptre",309-10,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
202,VOT/QQ/MVL/X(or Q.Q) in wreath,,,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
203,VOT/QQ/MVL/XX(or Q.Q) in wreath,,,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
204,AETERNAE MEMORIAE,,Domed shrine surmounted by eagle,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
205,VOT/X/FEL in wreath,,,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
206,IOVIO PROPAGAT ORBIS TERRARVM,,"Maximinus, togate, standing right holding Victory on globe",310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
207,VIRTVS EXERCITVS,,"Virtus standing facing, heading left holding shield and spear",310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
208,SOLE INVICTO,,Sol standing in facing quadriga,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
209,SOLE INVICTO,,Sol standing in quadriga galloping left,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
210,SOLE INVICTO,,Sol standing in quadriga galloping right,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
211,SOLI INVICTAE,,Sol standing in facing quadriga,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
212,SOLI INVICTO,,Sol standing in facing quadriga,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
213,ADLOCVTIO AVG N,,"Maxentius standing left on platform, attended by officers, addressing troops",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
214,FEL PROCESS CONS III AVG N,,Maxentius in facing six-horse chariot,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
215,FIDES MILTVM,,Fides standing left holding standard in each hand,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
216,MARTI CONSERVAT AVG N,,Mars advancing right with transverse spear and shield,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
217,MARTI CONSERVAT AVG N,,Mars advancing right with transverse spear and shield; captive to r,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
218,MARTI PACIFERO,,"Mars advancing right, holding branch and trophy",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
219,MARTI VICTORI AVG N,,"Mars advancing right, dragging captive and holding shield and spear",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
220,MARTI VICTORI AVG N,,"Mars right, spearing enemy; to left seated captive",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
221,MEMORIA FELIX,,Lighted and garlanded altar between eagles,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
222,VICTORIA AVG N,,Victory advancing left holding wreath and palm,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
223,VICTORIA AVG N,,Victory advancing left holding wreath and palm; captive to left,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
224,VICTORIA AVG N,,Victory advancing left holding wreath and palm; captive to left,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
225,VIRTVS AVG N,,Maxentius galloping left over two captives,309-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
226,VIRTVS AVG N,,"Maxentius standing facing, head left holding globe and reversed spear; to left standard captive",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
227,FORTI FORTVNAE,,"Fortuna standing left by wheel, holding rudder on globe and cornucopiae",310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
228,MARTI CONSERVATORI AVG N,,"Mars advancing right, holding transverse spear and shield",circa 310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
229,CONSERV VRB SVAE,,Roma seated in hexastyle temple holding globe and sceptre,circa 310-12,15,2,2008-10-02 15:34:29,56,2013-01-09 15:43:26,287,Period 15,296-317,15
230,VOT/QQ/MVL/X in wreath,,,circa 310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
231,VOT/QQ/MVL/X/FEL in wreath,,,circa 310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
232,VOT/QQ/MVL/XX in wreath,,,circa 310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
233,COMITI AAVVGG,,Sol standing left holding whip and globe,310-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
241,SOLI INVICTO COMITI,,Sol standing left holding Victory on globe,316,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
242,SOLI INVICTO COMITI,,"Sol standing left or facing, holding globe; captive to left or right",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
243,SOLI INVICTO COMITI,,Sol standing left holding globe; to left captive,316-7,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
244,SOLI INVICTO COMITI,,"Sol advancing right, holding globe with left foot on captive",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
245,SOLI INVICTO COMITI,,Sol advancing left holding globe and trampling on enemy,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
246,ADVENTVS AVG,,Prince riding left holding spear; captive to left,310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
247,ADVENTVS AVG N,,Prince riding left holding spear; captive to left,310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
248,ADVENTVS AVGG NN,,Prince riding left holding spear; captive to left,310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
249,CONCORD MILIT,,"Concordia standing left, holding two standards",310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
250,PRINCIPI IVVENTVTIS,,"Prince standing facing, holding globe and spear",310-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
251,SPES REI PVBL,,"Prince riding left, holding spear; to left captive",310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
252,SPES REI PVBLICAE,,"Prince riding left, holding spear; to left captive",310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
254,MARTI CONSERV,,"Mars standing right, holding spear and shield",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
255,SOLI INVICTO ,,"Sol standing left, holding globe",310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
256,VOTI/TIS/X in wreath,,,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
257,VOT/X/MVL/XX in wreath,,,310-11,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
258,IOVI CONSERVATORI AVG,,Jupiter standing left holding sceptre; to left eagle,310,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
259,IOVI CONSERVATORI,,"Jupiter standing facing, head left holding thunderbolt and sceptre; eagle at feet to left",311-16,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
260,IOVI CONSERVATORI AVG,,Jupiter standing left holding globe and sceptre; to left eagle,310-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
261,IOVI CONSERVATORI ,,"Jupiter standing left holding Victory on globe, and leaning on sceptre; to left eagle",circa 310-16,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
262,MEM DIVI MAXIMIANI,,Eagle surmounting domed shrine,circa 311,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
263,AETERNAE MEMORIAE GALERIAE MAXIMIANI,,"Lighted altar, garlanded, with eagle to left on front panel",circa 311,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
264,AETERNAE MEMORIAE GAL MAXIMIANI,,Eagle standing above garland on lighted altar,311-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
265,BONO GENIO PII IMPERATORIS,,Genius standing left holding patera and cornucopiae,311-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
266,IOVI CONSERVATORI AVGG NN,,"Jupiter standing facing, head left holding Victory and sceptre; eagle at feet to left",circa 312-315,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
267,FELICITAS AVGG,,Roma standing left holding branch and globe,312-3,15,2,2008-10-02 15:34:29,56,2013-01-09 15:44:13,287,Period 15,296-317,15
268,FELICITAS AVGG NN,,Roma standard left holding branch and globe,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
269,ROMAE AETER AVGG,,Roma standard left holding branch and globe,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
270,SECVRITAS AVGG,,"Securitas standing facing, head left leaning on column",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
271,MARTI CONSERVATORI,To Mars the Protector,"Mars standing left holding Victory on globe, spear and shield",312-3,15,2,2008-10-02 15:34:29,56,2008-10-03 11:38:43,56,Period 15,296-317,15
272,MARTI CONSERVATORI,To Mars the Protector,"Mars standing right, holding spear and shield",313-6,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
273,GENIO AVGVSTI,,Genius standing left holding patera and cornucopiae; sometimes altar to left,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
274,GENIO AVGVSTI,,Genius standing left holding patera and cornucopiae; to left eagle,circa 311-312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
275,GENIO AVGVSTI,,Genius standing left holding Victory on globe and cornucopiae; to left eagle,311-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
276,GENIO AVGVSTI,,Genius standing left holding head of Sol and cornucopiae,312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
277,GENIO AVGVSTI,,Genius standing left holding head of Serapis and cornucopiae,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
278,IOVI CONSERVATORI AVGG,,Jupiter standing left holding thunderbolt and sceptre; to left eagle,311-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
279,IOVI CONSERVATORI,,"Jupiter standing facing, head left holding globe and sceptre",circa 312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
280,IOVI CONSERVATORI,,Jupiter standing left holding Victory on globe and leaning on sceptre,circa 312-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
281,IOVI CONSERVATORI DD NN,,"Jupiter standing facing, head left holding Victory on globe, leaning on sceptre; to left eagle",circa 312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
282,IOVI CONSERVATORI AVGG,,"Jupiter standing facing, head left holding globe and sceptre",circa 312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
283,IOVI CONSERVATORI AVGG,,Jupiter standing left holding Victory on globe and sceptre; eagle to left,313-7,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
284,IOVI CONSERVATORI AVGG NN,,Jupiter standing left holding Victory on globe and sceptre; eagle to left,315-6,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
285,IOVI CONSERVATORI AVG,,Jupiter standing left holding Victory on globe and sceptre; eagle to left,313-7,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
286,VIRTVS EXERCITVS,,"Virtus advancing right, dragging captive and holding trophy and shield",circa 312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
287,VIRTVTI EXERCITVS,,"Virtus advancing right, dragging captive and holding trophy and shield",circa 312,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
288,VIRTVS EXERCITVS,,"Mars advancing right, holding transverse spear and shield, with trophy over shoulder",311-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
289,VIRTVTI EXERCITVS,,"Mars advancing right, holding transverse spear and shield, with trophy over shoulder",311-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
290,HERCVLI VICTORI,,"Hercules standing right, leaning on club, holding Victory on globe and lion's skin",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
291,HERCVLI VICTORI,,"Hercules standing right, leaning on club, holding three apples and lion's skin",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
292,HERCVLI VICTORI,,"Hercules standing right, leaning on club covered by lion's skin",310-13,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
293,LIBERATOR VRBIS SVAE,,"Roma standard facing in hexastyle temple, holding globe and sceptre",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
294,MARTI CONSERVATORI,,Mars advancing right with transverse spear and shield,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
295,RESTITVTOR VRBIS SVAE,,"Roma standard facing, head left in hexastyle temple, holding globe and sceptre",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
296,S P Q R OPTIMO PRINCIPI,,Legionary eagle between two vexilla,312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
297,VICTORIA AVGGG,,"Victory advancing right, holding wreath and palm",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
298,PACI PERPET,,"Pax standing facing, head left holding branch and standard; to left XII",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
299,VIRTVS EXERCIT GALL,,"Virtus standing left holding spear and parazonium; in field, X VI",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
300,MARTI CONSERVATORI,,"Mars advancing right, holding branch and shield",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
301,RESTITVTOR ROMAE,,"Roma standard left on shield, giving globe to emperor who holds sceptre",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
302,VICTORIA AET AVGGG NNN,,"Victory standing right, inscribing VOT/X on trunk of palm tree",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
303,GENIO AVGVSTI,,Genius standing left holding patera and cornucopiae; eagle to left,312-313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
304,SOLI INVICTO,,Sol standing left holding head of Serapis,312-313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
305,SOLE INVICTO,,Sol standing left holding head of Serapis,310-12,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
306,VICTORIAE MAXIMINI AVG,,"Victory standing facing, head left holding wreath and palm",312-3,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
307,GENIO POPVLI ROMANI,,Genius standing left holding head of Serapis and cornucopiae,313-4,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
308,FVNDAT PACIS,,Mars advancing right with trophy and captive,313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
309,SAPIENT PRINCIP,,Altar and bird,313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
310,GLORIA PERPET,,"Two Victories advancing right, holding wreath and branch; between them, standard",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
311,MARTI CONSERVATORI,,"Mars standing right, holding reversed spear and shield",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
312,SAPIENT PRINCIPIS,,Altar with owl; spear across altar; shield to left; helmet to right,313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
314,MARTI CONSERVATORI,,Mars standing left holding reversed spear and shield,313-6,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
315,SPQR OPTIMO PRINCIPI,,Three standards,313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
316,SOLI INVICTO COMITI,,"Sol advancing left, holding globe",313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
317,SOLI INVICTO COMITI,,"Sol leaping left, spurning captive",313,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
318,MARTI CONSERVATORI,,"Mars advancing right, holding transverse spear and trophy over shoulder",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
319,MARTI CONSERVATORI,,Mars advancing right holding transverse spear and shield,313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
320,MARTI CONSERVATORI,,"Mars standing left holding spear and shield, foot on captive to left",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
321,PROVIDENTIAE AVGG,,"Female standing on prow, holding cornucopiae, received by turreted Arles",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
322,RECVPERATORI VRB SVAE,,Emperor standard left on cuirass; receives Victory on globe from a soldier,313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
323,RECVPERATOR VRB SVAE,,Emperor standard left on cuirass; receives Victory on globe from a soldier,313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
324,TRB P CONS IIII P P PROCONSVL,,"Emperor standard left on curule chair, holding globe and sceptre",313-6,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
325,VTILITAS PVBLICA,,"Soldier holding Victory on globe, receiving Utilitas on prow, holding cornucopiae and scales",313-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
326,MARTI CONSERVATORI,,"Mars standing right, head left holding reversed spear and shield",316,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
327,MARTI PATRI CONSERVATORI,,"Mars standing right, holding reversed spear and shield",314-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
328,SOLI INVICTO COMITI,,Sol advancing left holding globe and hand raised,314-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
329,VICTORIA AVGG NN,,"Victory standing right, foot on helmet, inscribing VOT/X on shield on palm-tree",314-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
330,VIRT CONSTANTINI AVG,,"Emperor standing left holding spear and Victory on globe; to left captive on ground; to right, shield",314-5,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
331,PRINCIPI IVVENTVTIS,,"Emperor standing right, holding globe and spear",314-8,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
332,VICTORIA AETERNA AVG N,,"Victory standard right on cuirass, inscribing shield VOT/IS/XX",315-6,15,2,2008-10-02 15:34:29,56,0000-00-00 00:00:00,56,Period 15,296-317,15
